ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.62710,0.24188,0.34911,4

ROUGE-2+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.24042,0.08387,0.12436,4

ROUGE-SU4+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.36266,0.10526,0.16316,4

ROUGE-L+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.67569,0.32214,0.43628,3

ROUGE-1+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.78248,0.21869,0.34184,3

ROUGE-2+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.49909,0.10714,0.17641,3

ROUGE-SU4+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.59985,0.11326,0.19054,3

ROUGE-L+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.53292,0.26035,0.34981,4

ROUGE-1+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.66833,0.30630,0.42008,4

ROUGE-2+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.25801,0.08994,0.13338,4

ROUGE-SU4+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.39933,0.11377,0.17709,4

ROUGE-L+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.52995,0.26030,0.34912,3

ROUGE-1+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.63037,0.27747,0.38533,3

ROUGE-2+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.27680,0.09605,0.14261,3

ROUGE-SU4+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.37813,0.11476,0.17608,3

ROUGE-L+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.62354,0.39437,0.48316,3

ROUGE-1+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.71242,0.42867,0.53527,3

ROUGE-2+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.36951,0.18178,0.24368,3

ROUGE-SU4+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.49691,0.20092,0.28614,3

ROUGE-L+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.52975,0.20861,0.29934,3

ROUGE-1+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.71511,0.21073,0.32553,3

ROUGE-2+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.30087,0.07249,0.11683,3

ROUGE-SU4+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.42221,0.08661,0.14374,3

ROUGE-L+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.46115,0.22585,0.30320,3

ROUGE-1+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.59209,0.28450,0.38433,3

ROUGE-2+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.19662,0.07876,0.11247,3

ROUGE-SU4+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.34395,0.10796,0.16434,3

ROUGE-L+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.45218,0.44006,0.44604,4

ROUGE-1+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.41614,0.59011,0.48809,4

ROUGE-2+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.17113,0.20953,0.18840,4

ROUGE-SU4+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.25739,0.25703,0.25721,4

ROUGE-L+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.56956,0.28001,0.37545,4

ROUGE-1+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.67997,0.31528,0.43081,4

ROUGE-2+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.31782,0.10877,0.16207,4

ROUGE-SU4+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.42152,0.13137,0.20032,4

ROUGE-L+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.48252,0.28669,0.35967,3

ROUGE-1+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.61173,0.25666,0.36161,3

ROUGE-2+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.29825,0.10567,0.15606,3

ROUGE-SU4+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.41455,0.12326,0.19002,3

ROUGE-L+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.43691,0.28229,0.34298,4

ROUGE-1+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.43842,0.48623,0.46109,4

ROUGE-2+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.20648,0.19299,0.19951,4

ROUGE-SU4+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.28484,0.23479,0.25740,4

ROUGE-L+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.60119,0.25730,0.36036,3

ROUGE-1+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.66443,0.21487,0.32472,3

ROUGE-2+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.31791,0.07108,0.11619,3

ROUGE-SU4+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.44370,0.08788,0.14671,3

ROUGE-L+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.60605,0.29513,0.39695,3

ROUGE-1+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.67801,0.32801,0.44213,3

ROUGE-2+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.28220,0.11532,0.16373,3

ROUGE-SU4+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.43504,0.14069,0.21262,3

ROUGE-L+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.40217,0.34208,0.36970,3

ROUGE-1+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.42859,0.46903,0.44790,3

ROUGE-2+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.13253,0.12043,0.12619,3

ROUGE-SU4+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.23572,0.17488,0.20079,3

ROUGE-L+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.49324,0.28137,0.35833,3

ROUGE-1+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.59284,0.36557,0.45226,3

ROUGE-2+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.21836,0.13747,0.16872,3

ROUGE-SU4+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.33278,0.16667,0.22210,3

ROUGE-L+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.51370,0.28280,0.36479,4

ROUGE-1+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.64768,0.28185,0.39277,4

ROUGE-2+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.30180,0.10542,0.15626,4

ROUGE-SU4+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.41454,0.12431,0.19127,4

ROUGE-L+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.50545,0.31116,0.38519,3

ROUGE-1+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.58177,0.37711,0.45760,3

ROUGE-2+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.24237,0.12672,0.16642,3

ROUGE-SU4+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.37309,0.15331,0.21732,3

ROUGE-L+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.47196,0.31783,0.37986,5

ROUGE-1+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.57795,0.26196,0.36051,5

ROUGE-2+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.23138,0.08795,0.12745,5

ROUGE-SU4+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.33386,0.10848,0.16376,5

ROUGE-L+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.45137,0.34200,0.38915,3

ROUGE-1+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.50197,0.45513,0.47741,3

ROUGE-2+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.15378,0.12832,0.13990,3

ROUGE-SU4+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.27339,0.18450,0.22032,3

ROUGE-L+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.48226,0.27515,0.35039,3

ROUGE-1+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.56129,0.37179,0.44730,3

ROUGE-2+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.14886,0.08480,0.10805,3

ROUGE-SU4+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.28391,0.13210,0.18031,3

ROUGE-L+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.57166,0.17110,0.26338,3

ROUGE-1+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.70782,0.19541,0.30627,3

ROUGE-2+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.30270,0.06370,0.10524,3

ROUGE-SU4+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.44122,0.07923,0.13434,3

ROUGE-L+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.55800,0.19425,0.28819,3

ROUGE-1+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.72925,0.10736,0.18716,3

ROUGE-2+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.26999,0.03102,0.05565,3

ROUGE-SU4+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.40719,0.04251,0.07698,3

ROUGE-L+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.49947,0.22127,0.30668,4

ROUGE-1+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.62223,0.28835,0.39408,4

ROUGE-2+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.20258,0.08580,0.12055,4

ROUGE-SU4+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.33164,0.11467,0.17041,4

ROUGE-L+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.80088,0.18287,0.29776,3

ROUGE-1+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.72489,0.07291,0.13249,3

ROUGE-2+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.62508,0.03357,0.06371,3

ROUGE-SU4+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.67505,0.03264,0.06227,3

ROUGE-L+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.71399,0.31074,0.43302,4

ROUGE-1+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.76545,0.24754,0.37410,4

ROUGE-2+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.53104,0.13370,0.21362,4

ROUGE-SU4+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.62410,0.13199,0.21790,4

ROUGE-L+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.65498,0.25508,0.36717,3

ROUGE-1+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.80463,0.16863,0.27883,3

ROUGE-2+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.48412,0.07482,0.12961,3

ROUGE-SU4+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.59290,0.08016,0.14123,3

ROUGE-L+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.41213,0.34589,0.37611,3

ROUGE-1+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.48975,0.38918,0.43371,3

ROUGE-2+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.15651,0.13401,0.14439,3

ROUGE-SU4+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.26677,0.17551,0.21172,3

ROUGE-L+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.67921,0.25411,0.36985,3

ROUGE-1+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.80414,0.24731,0.37828,3

ROUGE-2+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.50230,0.10776,0.17746,3

ROUGE-SU4+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.58682,0.11960,0.19871,3

ROUGE-L+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.63056,0.27382,0.38183,3

ROUGE-1+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.73308,0.20139,0.31598,3

ROUGE-2+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.38432,0.09382,0.15083,3

ROUGE-SU4+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.48830,0.10586,0.17400,3

ROUGE-L+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.48361,0.26033,0.33846,3

ROUGE-1+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.62010,0.24834,0.35465,3

ROUGE-2+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.22343,0.07068,0.10739,3

ROUGE-SU4+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.35248,0.09511,0.14980,3

ROUGE-L+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.50221,0.22005,0.30602,4

ROUGE-1+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.65181,0.22933,0.33929,4

ROUGE-2+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.22945,0.06062,0.09591,4

ROUGE-SU4+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.37804,0.08395,0.13739,4

ROUGE-L+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.57326,0.34812,0.43318,3

ROUGE-1+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.72675,0.22234,0.34050,3

ROUGE-2+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.40707,0.10683,0.16924,3

ROUGE-SU4+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.49125,0.12433,0.19844,3

ROUGE-L+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.47194,0.24338,0.32114,3

ROUGE-1+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.61361,0.27701,0.38170,3

ROUGE-2+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.26426,0.09019,0.13448,3

ROUGE-SU4+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.39587,0.10568,0.16683,3

ROUGE-L+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.48356,0.29630,0.36745,3

ROUGE-1+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.62237,0.19218,0.29367,3

ROUGE-2+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.24374,0.06769,0.10596,3

ROUGE-SU4+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.34152,0.09051,0.14309,3

ROUGE-L+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.52617,0.28682,0.37126,4

ROUGE-1+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.67484,0.26523,0.38079,4

ROUGE-2+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.27244,0.09458,0.14042,4

ROUGE-SU4+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.40539,0.11840,0.18328,4

ROUGE-L+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.47289,0.22381,0.30382,4

ROUGE-1+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.63651,0.16114,0.25717,4

ROUGE-2+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.23203,0.04689,0.07802,4

ROUGE-SU4+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.37020,0.06466,0.11009,4

ROUGE-L+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.50495,0.23574,0.32142,3

ROUGE-1+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.68791,0.17455,0.27845,3

ROUGE-2+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.31980,0.06367,0.10619,3

ROUGE-SU4+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.42896,0.07555,0.12848,3

ROUGE-L+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.58426,0.29679,0.39362,3

ROUGE-1+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.73033,0.37800,0.49816,3

ROUGE-2+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.43659,0.15717,0.23113,3

ROUGE-SU4+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.50864,0.17567,0.26114,3

ROUGE-L+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.69153,0.37049,0.48249,4

ROUGE-1+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.81640,0.38256,0.52099,4

ROUGE-2+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.53203,0.17063,0.25839,4

ROUGE-SU4+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.62536,0.18047,0.28011,4

ROUGE-L+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.53238,0.23327,0.32440,3

ROUGE-1+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.67502,0.25985,0.37525,3

ROUGE-2+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.31245,0.09156,0.14162,3

ROUGE-SU4+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.43212,0.11010,0.17548,3

ROUGE-L+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.48542,0.30317,0.37324,3

ROUGE-1+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.56778,0.30930,0.40045,3

ROUGE-2+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.23185,0.12010,0.15823,3

ROUGE-SU4+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.33829,0.14759,0.20552,3

ROUGE-L+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.50092,0.21271,0.29862,4

ROUGE-1+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.65588,0.27282,0.38535,4

ROUGE-2+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.27273,0.06750,0.10822,4

ROUGE-SU4+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.39840,0.09866,0.15816,4

ROUGE-L+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.39760,0.32348,0.35673,3

ROUGE-1+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.51520,0.43593,0.47226,3

ROUGE-2+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.24689,0.20373,0.22325,3

ROUGE-SU4+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.31417,0.23885,0.27138,3

ROUGE-L+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.57489,0.17002,0.26243,3

ROUGE-1+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.72023,0.21908,0.33597,3

ROUGE-2+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.37269,0.07283,0.12184,3

ROUGE-SU4+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.50284,0.09346,0.15762,3

ROUGE-L+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.52467,0.34646,0.41734,3

ROUGE-1+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.61645,0.41039,0.49274,3

ROUGE-2+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.35696,0.17457,0.23447,3

ROUGE-SU4+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.43869,0.18693,0.26216,3

ROUGE-L+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.45356,0.32821,0.38083,3

ROUGE-1+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.56917,0.40070,0.47030,3

ROUGE-2+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.21263,0.11309,0.14765,3

ROUGE-SU4+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.31805,0.15891,0.21193,3

ROUGE-L+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.64679,0.21344,0.32096,4

ROUGE-1+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.74942,0.15151,0.25206,4

ROUGE-2+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.35717,0.05356,0.09315,4

ROUGE-SU4+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.49157,0.06477,0.11447,4

ROUGE-L+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.55894,0.27759,0.37095,3

ROUGE-1+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.70688,0.30942,0.43043,3

ROUGE-2+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.38159,0.12044,0.18309,3

ROUGE-SU4+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.49587,0.14481,0.22416,3

ROUGE-L+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.57485,0.23958,0.33821,3

ROUGE-1+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.73357,0.20443,0.31976,3

ROUGE-2+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.37576,0.08605,0.14003,3

ROUGE-SU4+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.46751,0.09923,0.16372,3

ROUGE-L+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.51332,0.19386,0.28143,3

ROUGE-1+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.64489,0.18704,0.28997,3

ROUGE-2+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.24553,0.06029,0.09681,3

ROUGE-SU4+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.36125,0.08126,0.13267,3

ROUGE-L+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.56267,0.27928,0.37328,3

ROUGE-1+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.68120,0.30048,0.41701,3

ROUGE-2+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.33563,0.11290,0.16896,3

ROUGE-SU4+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.43218,0.13394,0.20450,3

ROUGE-L+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.48988,0.19111,0.27495,4

ROUGE-1+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.67599,0.21544,0.32675,4

ROUGE-2+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.28472,0.06554,0.10655,4

ROUGE-SU4+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.41118,0.08424,0.13983,4

ROUGE-L+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.53467,0.17376,0.26228,3

ROUGE-1+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.73240,0.10214,0.17928,3

ROUGE-2+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.19130,0.02431,0.04313,3

ROUGE-SU4+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.36127,0.03859,0.06974,3

ROUGE-L+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.64545,0.27819,0.38881,4

ROUGE-1+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.71699,0.26428,0.38620,4

ROUGE-2+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.38679,0.10149,0.16080,4

ROUGE-SU4+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.48777,0.11474,0.18578,4

ROUGE-L+StopWordRemoval+Stemming,33039,SUMMARY.TXT,NaN,NaN,0.00000,0

ROUGE-1+StopWordRemoval+Stemming,33039,SUMMARY.TXT,NaN,NaN,0.00000,0

ROUGE-2+StopWordRemoval+Stemming,33039,SUMMARY.TXT,NaN,NaN,0.00000,0

ROUGE-SU4+StopWordRemoval+Stemming,33039,SUMMARY.TXT,NaN,NaN,0.00000,0

ROUGE-L+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.45656,0.21782,0.29493,3

ROUGE-1+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.50770,0.32548,0.39667,3

ROUGE-2+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.11133,0.06284,0.08034,3

ROUGE-SU4+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.23357,0.11572,0.15477,3

ROUGE-L+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.77313,0.21180,0.33251,4

ROUGE-1+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.83891,0.14698,0.25014,4

ROUGE-2+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.64400,0.06446,0.11719,4

ROUGE-SU4+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.71034,0.06943,0.12649,4

ROUGE-L+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.48385,0.20353,0.28653,3

ROUGE-1+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.56030,0.32227,0.40919,3

ROUGE-2+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.14920,0.07522,0.10002,3

ROUGE-SU4+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.27782,0.11979,0.16740,3

ROUGE-L+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.59666,0.26248,0.36458,3

ROUGE-1+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.73545,0.18753,0.29886,3

ROUGE-2+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.33019,0.06564,0.10950,3

ROUGE-SU4+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.46368,0.08088,0.13774,3

ROUGE-L+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.51134,0.20122,0.28879,3

ROUGE-1+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.60935,0.26748,0.37177,3

ROUGE-2+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.22567,0.07422,0.11171,3

ROUGE-SU4+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.33476,0.10452,0.15930,3

ROUGE-L+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.45631,0.19170,0.26998,3

ROUGE-1+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.61112,0.27254,0.37697,3

ROUGE-2+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.21200,0.07304,0.10865,3

ROUGE-SU4+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.32730,0.10554,0.15962,3

ROUGE-L+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.49028,0.29396,0.36755,3

ROUGE-1+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.62010,0.38180,0.47261,3

ROUGE-2+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.32003,0.15774,0.21132,3

ROUGE-SU4+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.41089,0.17540,0.24585,3

ROUGE-L+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.43255,0.26219,0.32648,3

ROUGE-1+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.55150,0.31931,0.40445,3

ROUGE-2+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.18341,0.08419,0.11540,3

ROUGE-SU4+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.30591,0.12643,0.17891,3

ROUGE-L+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.52743,0.20428,0.29450,4

ROUGE-1+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.58912,0.24098,0.34204,4

ROUGE-2+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.29406,0.08333,0.12986,4

ROUGE-SU4+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.39273,0.10072,0.16032,4

ROUGE-L+StopWordRemoval+Stemming,31655,SUMMARY.TXT,0.41083,0.28714,0.33803,3

