ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.58872,0.25332,0.35422,4

ROUGE-1+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.69057,0.22769,0.34246,4

ROUGE-2+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.28847,0.08338,0.12937,4

ROUGE-SU4+StopWordRemoval+Stemming,32092,SUMMARY.TXT,0.42020,0.10205,0.16422,4

ROUGE-L+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.68896,0.28969,0.40788,3

ROUGE-1+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.80443,0.19731,0.31689,3

ROUGE-2+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.49805,0.09194,0.15522,3

ROUGE-SU4+StopWordRemoval+Stemming,31685,SUMMARY.TXT,0.60751,0.09956,0.17108,3

ROUGE-L+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.58009,0.22419,0.32339,4

ROUGE-1+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.73166,0.23312,0.35358,4

ROUGE-2+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.29159,0.07011,0.11303,4

ROUGE-SU4+StopWordRemoval+Stemming,31201,SUMMARY.TXT,0.45061,0.08862,0.14811,4

ROUGE-L+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.62105,0.24054,0.34677,3

ROUGE-1+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.73347,0.19416,0.30704,3

ROUGE-2+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.35761,0.07212,0.12003,3

ROUGE-SU4+StopWordRemoval+Stemming,32531,SUMMARY.TXT,0.46358,0.08360,0.14165,3

ROUGE-L+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.61140,0.19926,0.30056,3

ROUGE-1+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.78164,0.16332,0.27019,3

ROUGE-2+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.40813,0.06949,0.11876,3

ROUGE-SU4+StopWordRemoval+Stemming,32773,SUMMARY.TXT,0.52016,0.07522,0.13143,3

ROUGE-L+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.62914,0.37935,0.47331,3

ROUGE-1+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.73130,0.39783,0.51532,3

ROUGE-2+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.38396,0.17056,0.23620,3

ROUGE-SU4+StopWordRemoval+Stemming,31203,SUMMARY.TXT,0.51161,0.18726,0.27417,3

ROUGE-L+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.51283,0.21080,0.29879,3

ROUGE-1+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.67964,0.22116,0.33372,3

ROUGE-2+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.23325,0.06462,0.10121,3

ROUGE-SU4+StopWordRemoval+Stemming,31202,SUMMARY.TXT,0.39968,0.08752,0.14359,3

ROUGE-L+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.50950,0.42658,0.46437,4

ROUGE-1+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.50867,0.55907,0.53268,4

ROUGE-2+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.22128,0.20972,0.21535,4

ROUGE-SU4+StopWordRemoval+Stemming,31681,SUMMARY.TXT,0.32303,0.24988,0.28178,4

ROUGE-L+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.59927,0.25805,0.36075,4

ROUGE-1+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.72562,0.26896,0.39246,4

ROUGE-2+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.34556,0.09560,0.14976,4

ROUGE-SU4+StopWordRemoval+Stemming,32771,SUMMARY.TXT,0.45573,0.11424,0.18269,4

ROUGE-L+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.66398,0.28865,0.40238,3

ROUGE-1+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.76703,0.24380,0.37000,3

ROUGE-2+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.46828,0.11571,0.18557,3

ROUGE-SU4+StopWordRemoval+Stemming,32651,SUMMARY.TXT,0.56209,0.12340,0.20237,3

ROUGE-L+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.48424,0.26953,0.34630,4

ROUGE-1+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.50991,0.41918,0.46011,4

ROUGE-2+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.25521,0.17116,0.20490,4

ROUGE-SU4+StopWordRemoval+Stemming,32098,SUMMARY.TXT,0.34430,0.20452,0.25661,4

ROUGE-L+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.61723,0.24834,0.35417,3

ROUGE-1+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.68019,0.21431,0.32593,3

ROUGE-2+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.31624,0.06889,0.11314,3

ROUGE-SU4+StopWordRemoval+Stemming,31440,SUMMARY.TXT,0.44978,0.08685,0.14559,3

ROUGE-L+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.64664,0.28990,0.40033,3

ROUGE-1+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.71331,0.33321,0.45424,3

ROUGE-2+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.31149,0.11902,0.17223,3

ROUGE-SU4+StopWordRemoval+Stemming,31329,SUMMARY.TXT,0.47415,0.14490,0.22196,3

ROUGE-L+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.44767,0.33537,0.38347,3

ROUGE-1+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.50967,0.44358,0.47433,3

ROUGE-2+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.15675,0.10692,0.12712,3

ROUGE-SU4+StopWordRemoval+Stemming,30913,SUMMARY.TXT,0.28029,0.16274,0.20592,3

ROUGE-L+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.57423,0.26471,0.36237,3

ROUGE-1+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.69094,0.31827,0.43580,3

ROUGE-2+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.27870,0.12590,0.17345,3

ROUGE-SU4+StopWordRemoval+Stemming,31568,SUMMARY.TXT,0.40561,0.14866,0.21758,3

ROUGE-L+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.50624,0.29742,0.37470,5

ROUGE-1+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.60909,0.26866,0.37286,5

ROUGE-2+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.23985,0.09011,0.13100,5

ROUGE-SU4+StopWordRemoval+Stemming,32538,SUMMARY.TXT,0.35811,0.11319,0.17201,5

ROUGE-L+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.58328,0.30382,0.39953,3

ROUGE-1+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.64824,0.35919,0.46225,3

ROUGE-2+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.29988,0.13330,0.18456,3

ROUGE-SU4+StopWordRemoval+Stemming,31204,SUMMARY.TXT,0.42920,0.15137,0.22381,3

ROUGE-L+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.53537,0.23373,0.32540,4

ROUGE-1+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.70688,0.20257,0.31490,4

ROUGE-2+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.33008,0.06971,0.11511,4

ROUGE-SU4+StopWordRemoval+Stemming,31567,SUMMARY.TXT,0.45400,0.08621,0.14490,4

ROUGE-L+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.50492,0.33617,0.40362,3

ROUGE-1+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.56149,0.39451,0.46342,3

ROUGE-2+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.18397,0.11695,0.14300,3

ROUGE-SU4+StopWordRemoval+Stemming,32414,SUMMARY.TXT,0.31329,0.16234,0.21386,3

ROUGE-L+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.55088,0.25219,0.34599,3

ROUGE-1+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.69550,0.21292,0.32603,3

ROUGE-2+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.21429,0.05313,0.08514,3

ROUGE-SU4+StopWordRemoval+Stemming,32657,SUMMARY.TXT,0.38710,0.08056,0.13336,3

ROUGE-L+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.62410,0.16043,0.25525,3

ROUGE-1+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.77529,0.12678,0.21792,3

ROUGE-2+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.37585,0.04718,0.08384,3

ROUGE-SU4+StopWordRemoval+Stemming,33053,SUMMARY.TXT,0.51897,0.05527,0.09991,3

ROUGE-L+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.58499,0.18938,0.28613,3

ROUGE-1+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.75590,0.10860,0.18992,3

ROUGE-2+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.28449,0.03271,0.05868,3

ROUGE-SU4+StopWordRemoval+Stemming,33054,SUMMARY.TXT,0.42844,0.04430,0.08029,3

ROUGE-L+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.55452,0.19985,0.29381,4

ROUGE-1+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.68420,0.22669,0.34054,4

ROUGE-2+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.25400,0.07371,0.11426,4

ROUGE-SU4+StopWordRemoval+Stemming,32886,SUMMARY.TXT,0.39024,0.09515,0.15300,4

ROUGE-L+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.82603,0.16861,0.28005,3

ROUGE-1+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.73991,0.07443,0.13525,3

ROUGE-2+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.64293,0.03441,0.06532,3

ROUGE-SU4+StopWordRemoval+Stemming,31794,SUMMARY.TXT,0.69005,0.03328,0.06350,3

ROUGE-L+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.73641,0.30495,0.43129,4

ROUGE-1+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.79133,0.27637,0.40967,4

ROUGE-2+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.55279,0.15306,0.23974,4

ROUGE-SU4+StopWordRemoval+Stemming,33057,SUMMARY.TXT,0.64784,0.14903,0.24232,4

ROUGE-L+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.67874,0.25633,0.37213,3

ROUGE-1+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.82953,0.22749,0.35706,3

ROUGE-2+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.50357,0.10158,0.16906,3

ROUGE-SU4+StopWordRemoval+Stemming,31319,SUMMARY.TXT,0.61670,0.10853,0.18458,3

ROUGE-L+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.45972,0.34612,0.39492,3

ROUGE-1+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.54105,0.42430,0.47562,3

ROUGE-2+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.18075,0.15619,0.16758,3

ROUGE-SU4+StopWordRemoval+Stemming,30901,SUMMARY.TXT,0.30365,0.19703,0.23899,3

ROUGE-L+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.68363,0.21650,0.32885,3

ROUGE-1+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.82443,0.21748,0.34417,3

ROUGE-2+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.51141,0.09236,0.15646,3

ROUGE-SU4+StopWordRemoval+Stemming,30903,SUMMARY.TXT,0.59526,0.10327,0.17601,3

ROUGE-L+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.67989,0.27015,0.38667,3

ROUGE-1+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.77412,0.19718,0.31431,3

ROUGE-2+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.41332,0.09412,0.15333,3

ROUGE-SU4+StopWordRemoval+Stemming,32408,SUMMARY.TXT,0.52080,0.10507,0.17486,3

ROUGE-L+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.52902,0.26383,0.35208,3

ROUGE-1+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.67924,0.23349,0.34752,3

ROUGE-2+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.27569,0.07655,0.11983,3

ROUGE-SU4+StopWordRemoval+Stemming,30902,SUMMARY.TXT,0.40803,0.09581,0.15518,3

ROUGE-L+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.51181,0.21682,0.30460,4

ROUGE-1+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.63726,0.29148,0.40000,4

ROUGE-2+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.22443,0.07555,0.11304,4

ROUGE-SU4+StopWordRemoval+Stemming,31678,SUMMARY.TXT,0.36741,0.10521,0.16358,4

ROUGE-L+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.61023,0.35404,0.44810,3

ROUGE-1+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.76354,0.24256,0.36816,3

ROUGE-2+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.44895,0.12627,0.19710,3

ROUGE-SU4+StopWordRemoval+Stemming,31315,SUMMARY.TXT,0.53289,0.14242,0.22477,3

ROUGE-L+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.50020,0.29228,0.36896,3

ROUGE-1+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.65134,0.21927,0.32809,3

ROUGE-2+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.26987,0.08124,0.12488,3

ROUGE-SU4+StopWordRemoval+Stemming,32648,SUMMARY.TXT,0.36892,0.10623,0.16496,3

ROUGE-L+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.62078,0.25058,0.35704,3

ROUGE-1+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.74273,0.24602,0.36961,3

ROUGE-2+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.40206,0.09259,0.15051,3

ROUGE-SU4+StopWordRemoval+Stemming,31677,SUMMARY.TXT,0.52985,0.09948,0.16750,3

ROUGE-L+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.58410,0.25782,0.35774,4

ROUGE-1+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.74964,0.23656,0.35963,4

ROUGE-2+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.32431,0.09127,0.14245,4

ROUGE-SU4+StopWordRemoval+Stemming,31316,SUMMARY.TXT,0.46723,0.10999,0.17806,4

ROUGE-L+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.53273,0.21290,0.30422,4

ROUGE-1+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.68978,0.13462,0.22528,4

ROUGE-2+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.26099,0.04077,0.07053,4

ROUGE-SU4+StopWordRemoval+Stemming,32074,SUMMARY.TXT,0.41488,0.05569,0.09820,4

ROUGE-L+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.56941,0.23169,0.32937,3

ROUGE-1+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.73091,0.16549,0.26987,3

ROUGE-2+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.34664,0.06042,0.10291,3

ROUGE-SU4+StopWordRemoval+Stemming,32196,SUMMARY.TXT,0.46556,0.07211,0.12487,3

ROUGE-L+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.61429,0.26133,0.36667,3

ROUGE-1+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.79169,0.27447,0.40762,3

ROUGE-2+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.46144,0.11239,0.18075,3

ROUGE-SU4+StopWordRemoval+Stemming,32072,SUMMARY.TXT,0.55022,0.12862,0.20850,3

ROUGE-L+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.71340,0.32660,0.44807,4

ROUGE-1+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.83847,0.23025,0.36128,4

ROUGE-2+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.53242,0.10066,0.16930,4

ROUGE-SU4+StopWordRemoval+Stemming,32071,SUMMARY.TXT,0.63301,0.10820,0.18482,4

ROUGE-L+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.59228,0.23613,0.33765,3

ROUGE-1+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.73281,0.23708,0.35826,3

ROUGE-2+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.36515,0.08932,0.14353,3

ROUGE-SU4+StopWordRemoval+Stemming,32190,SUMMARY.TXT,0.49040,0.10413,0.17179,3

ROUGE-L+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.52143,0.27911,0.36359,3

ROUGE-1+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.60857,0.29046,0.39323,3

ROUGE-2+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.24316,0.10961,0.15111,3

ROUGE-SU4+StopWordRemoval+Stemming,31784,SUMMARY.TXT,0.36018,0.13701,0.19851,3

ROUGE-L+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.55899,0.18306,0.27581,4

ROUGE-1+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.74993,0.22159,0.34209,4

ROUGE-2+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.31497,0.05927,0.09976,4

ROUGE-SU4+StopWordRemoval+Stemming,32874,SUMMARY.TXT,0.46308,0.08263,0.14023,4

ROUGE-L+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.43011,0.31863,0.36607,3

ROUGE-1+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.45194,0.46087,0.45636,3

ROUGE-2+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.19247,0.19963,0.19598,3

ROUGE-SU4+StopWordRemoval+Stemming,31664,SUMMARY.TXT,0.26246,0.24612,0.25403,3

ROUGE-L+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.49999,0.28008,0.35904,3

ROUGE-1+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.67486,0.23243,0.34577,3

ROUGE-2+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.25304,0.06330,0.10127,3

ROUGE-SU4+StopWordRemoval+Stemming,31540,SUMMARY.TXT,0.38335,0.09317,0.14991,3

ROUGE-L+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.57955,0.33499,0.42457,3

ROUGE-1+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.67628,0.36262,0.47210,3

ROUGE-2+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.40008,0.15339,0.22176,3

ROUGE-SU4+StopWordRemoval+Stemming,31661,SUMMARY.TXT,0.48057,0.16590,0.24665,3

ROUGE-L+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.61049,0.16701,0.26228,3

ROUGE-1+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.77017,0.20551,0.32445,3

ROUGE-2+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.40866,0.06828,0.11701,3

ROUGE-SU4+StopWordRemoval+Stemming,32197,SUMMARY.TXT,0.54230,0.08872,0.15249,3

ROUGE-L+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.65618,0.20184,0.30872,4

ROUGE-1+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.76228,0.20904,0.32811,4

ROUGE-2+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.35639,0.07052,0.11774,4

ROUGE-SU4+StopWordRemoval+Stemming,31546,SUMMARY.TXT,0.49463,0.08827,0.14980,4

ROUGE-L+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.64211,0.23522,0.34431,3

ROUGE-1+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.78625,0.17729,0.28934,3

ROUGE-2+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.42321,0.07851,0.13245,3

ROUGE-SU4+StopWordRemoval+Stemming,32879,SUMMARY.TXT,0.51768,0.08828,0.15084,3

ROUGE-L+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.59376,0.28393,0.38416,3

ROUGE-1+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.75697,0.24450,0.36961,3

ROUGE-2+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.43246,0.10359,0.16715,3

ROUGE-SU4+StopWordRemoval+Stemming,31424,SUMMARY.TXT,0.54653,0.11913,0.19562,3

ROUGE-L+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.54165,0.18206,0.27252,3

ROUGE-1+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.69822,0.18105,0.28754,3

ROUGE-2+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.28931,0.06126,0.10111,3

ROUGE-SU4+StopWordRemoval+Stemming,31306,SUMMARY.TXT,0.40847,0.08074,0.13483,3

ROUGE-L+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.65265,0.27061,0.38258,3

ROUGE-1+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.77489,0.29555,0.42789,3

ROUGE-2+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.47639,0.12371,0.19642,3

ROUGE-SU4+StopWordRemoval+Stemming,32185,SUMMARY.TXT,0.55826,0.13767,0.22087,3

ROUGE-L+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.52463,0.19187,0.28098,4

ROUGE-1+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.71066,0.21499,0.33012,4

ROUGE-2+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.32067,0.07479,0.12129,4

ROUGE-SU4+StopWordRemoval+Stemming,32061,SUMMARY.TXT,0.45626,0.09255,0.15388,4

ROUGE-L+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.56160,0.16644,0.25678,3

ROUGE-1+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.76432,0.12494,0.21477,3

ROUGE-2+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.21908,0.03232,0.05634,3

ROUGE-SU4+StopWordRemoval+Stemming,32183,SUMMARY.TXT,0.39016,0.04898,0.08704,3

ROUGE-L+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.66930,0.27130,0.38610,4

ROUGE-1+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.74551,0.25108,0.37565,4

ROUGE-2+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.40397,0.09647,0.15574,4

ROUGE-SU4+StopWordRemoval+Stemming,32180,SUMMARY.TXT,0.50877,0.11017,0.18112,4

ROUGE-L+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.73888,0.19225,0.30512,4

ROUGE-1+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.83446,0.11786,0.20655,4

ROUGE-2+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.64220,0.05177,0.09582,4

ROUGE-SU4+StopWordRemoval+Stemming,31654,SUMMARY.TXT,0.70601,0.05596,0.10369,4

ROUGE-L+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.56922,0.21183,0.30876,3

ROUGE-1+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.69510,0.24107,0.35798,3

ROUGE-2+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.26860,0.06953,0.11047,3

ROUGE-SU4+StopWordRemoval+Stemming,33037,SUMMARY.TXT,0.39424,0.09887,0.15809,3

ROUGE-L+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.67551,0.25768,0.37305,3

ROUGE-1+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.81700,0.19500,0.31485,3

ROUGE-2+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.47019,0.08124,0.13854,3

ROUGE-SU4+StopWordRemoval+Stemming,32067,SUMMARY.TXT,0.56155,0.08909,0.15378,3

ROUGE-L+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.61864,0.19310,0.29433,3

ROUGE-1+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.76221,0.21991,0.34134,3

ROUGE-2+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.33988,0.07893,0.12811,3

ROUGE-SU4+StopWordRemoval+Stemming,33035,SUMMARY.TXT,0.46374,0.09684,0.16022,3

ROUGE-L+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.58267,0.19361,0.29064,3

ROUGE-1+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.72715,0.19031,0.30167,3

ROUGE-2+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.34131,0.06230,0.10536,3

ROUGE-SU4+StopWordRemoval+Stemming,33036,SUMMARY.TXT,0.46137,0.08180,0.13897,3

ROUGE-L+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.54583,0.26336,0.35529,3

ROUGE-1+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.70358,0.28383,0.40448,3

ROUGE-2+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.36295,0.11679,0.17672,3

ROUGE-SU4+StopWordRemoval+Stemming,32186,SUMMARY.TXT,0.46795,0.13064,0.20426,3

ROUGE-L+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.49654,0.26485,0.34544,3

ROUGE-1+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.61226,0.33791,0.43548,3

ROUGE-2+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.21898,0.09686,0.13431,3

ROUGE-SU4+StopWordRemoval+Stemming,31650,SUMMARY.TXT,0.34865,0.13914,0.19890,3

ROUGE-L+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.52694,0.16694,0.25355,3

ROUGE-1+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.70535,0.14152,0.23574,3

ROUGE-2+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.27527,0.03928,0.06876,3

ROUGE-SU4+StopWordRemoval+Stemming,33154,SUMMARY.TXT,0.38791,0.05581,0.09758,3

ROUGE-L+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.56651,0.20057,0.29625,4

ROUGE-1+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.65470,0.21734,0.32634,4

ROUGE-2+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.35506,0.08008,0.13068,4

ROUGE-SU4+StopWordRemoval+Stemming,33155,SUMMARY.TXT,0.44940,0.09382,0.15523,4

ROUGE-L+StopWordRemoval+Stemming,31655,SUMMARY.TXT,0.45447,0.28252,0.34844,3

ROUGE-1+StopWordRemoval+Stemming,31655,SUMMARY.TXT,0.59359,0.36884,0.45497,3

ROUGE-2+StopWordRemoval+Stemming,31655,SUMMARY.TXT,0.21009,0.10837,0.14299,3

