ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval+Stemming,31655,SUMMARY.TXT,0.33100,0.14418,0.20086,3

ROUGE-L+StopWordRemoval+Stemming,32623,SUMMARY.TXT,0.51376,0.22567,0.31360,3

ROUGE-1+StopWordRemoval+Stemming,32623,SUMMARY.TXT,0.65512,0.19864,0.30485,3

ROUGE-2+StopWordRemoval+Stemming,32623,SUMMARY.TXT,0.30546,0.07264,0.11737,3

ROUGE-SU4+StopWordRemoval+Stemming,32623,SUMMARY.TXT,0.40142,0.08889,0.14556,3

ROUGE-L+StopWordRemoval+Stemming,32865,SUMMARY.TXT,0.65121,0.21313,0.32115,3

ROUGE-1+StopWordRemoval+Stemming,32865,SUMMARY.TXT,0.75730,0.25095,0.37697,3

ROUGE-2+StopWordRemoval+Stemming,32865,SUMMARY.TXT,0.47002,0.09658,0.16024,3

ROUGE-SU4+StopWordRemoval+Stemming,32865,SUMMARY.TXT,0.55600,0.11323,0.18814,3

ROUGE-L+StopWordRemoval+Stemming,32609,SUMMARY.TXT,0.54378,0.23450,0.32769,3

ROUGE-1+StopWordRemoval+Stemming,32609,SUMMARY.TXT,0.67562,0.25519,0.37046,3

ROUGE-2+StopWordRemoval+Stemming,32609,SUMMARY.TXT,0.24731,0.08250,0.12373,3

ROUGE-SU4+StopWordRemoval+Stemming,32609,SUMMARY.TXT,0.37576,0.10711,0.16670,3

ROUGE-L+StopWordRemoval+Stemming,32051,SUMMARY.TXT,0.55808,0.25920,0.35399,3

ROUGE-1+StopWordRemoval+Stemming,32051,SUMMARY.TXT,0.69026,0.23975,0.35589,3

ROUGE-2+StopWordRemoval+Stemming,32051,SUMMARY.TXT,0.30225,0.08558,0.13339,3

ROUGE-SU4+StopWordRemoval+Stemming,32051,SUMMARY.TXT,0.41896,0.10391,0.16652,3

ROUGE-L+StopWordRemoval+Stemming,32170,SUMMARY.TXT,0.50952,0.29240,0.37157,4

ROUGE-1+StopWordRemoval+Stemming,32170,SUMMARY.TXT,0.64667,0.29955,0.40944,4

ROUGE-2+StopWordRemoval+Stemming,32170,SUMMARY.TXT,0.28718,0.10342,0.15208,4

ROUGE-SU4+StopWordRemoval+Stemming,32170,SUMMARY.TXT,0.39942,0.12457,0.18991,4

ROUGE-L+StopWordRemoval+Stemming,33029,SUMMARY.TXT,0.46614,0.29848,0.36392,3

ROUGE-1+StopWordRemoval+Stemming,33029,SUMMARY.TXT,0.51761,0.44500,0.47857,3

ROUGE-2+StopWordRemoval+Stemming,33029,SUMMARY.TXT,0.15925,0.11136,0.13107,3

ROUGE-SU4+StopWordRemoval+Stemming,33029,SUMMARY.TXT,0.28978,0.16443,0.20981,3

ROUGE-L+StopWordRemoval+Stemming,32179,SUMMARY.TXT,0.64073,0.29245,0.40160,3

ROUGE-1+StopWordRemoval+Stemming,32179,SUMMARY.TXT,0.70925,0.33059,0.45098,3

ROUGE-2+StopWordRemoval+Stemming,32179,SUMMARY.TXT,0.43672,0.17577,0.25066,3

ROUGE-SU4+StopWordRemoval+Stemming,32179,SUMMARY.TXT,0.50900,0.18815,0.27474,3

ROUGE-L+StopWordRemoval+Stemming,30796,SUMMARY.TXT,0.55087,0.22095,0.31540,3

ROUGE-1+StopWordRemoval+Stemming,30796,SUMMARY.TXT,0.66708,0.31414,0.42713,3

ROUGE-2+StopWordRemoval+Stemming,30796,SUMMARY.TXT,0.23007,0.08277,0.12174,3

ROUGE-SU4+StopWordRemoval+Stemming,30796,SUMMARY.TXT,0.38200,0.11668,0.17876,3

ROUGE-L+StopWordRemoval+Stemming,33027,SUMMARY.TXT,0.51494,0.21064,0.29897,4

ROUGE-1+StopWordRemoval+Stemming,33027,SUMMARY.TXT,0.62715,0.28634,0.39317,4

ROUGE-2+StopWordRemoval+Stemming,33027,SUMMARY.TXT,0.18376,0.06954,0.10090,4

ROUGE-SU4+StopWordRemoval+Stemming,33027,SUMMARY.TXT,0.34066,0.10950,0.16573,4

ROUGE-L+StopWordRemoval+Stemming,30795,SUMMARY.TXT,0.54411,0.20322,0.29592,4

ROUGE-1+StopWordRemoval+Stemming,30795,SUMMARY.TXT,0.63444,0.29769,0.40524,4

ROUGE-2+StopWordRemoval+Stemming,30795,SUMMARY.TXT,0.34005,0.10748,0.16333,4

ROUGE-SU4+StopWordRemoval+Stemming,30795,SUMMARY.TXT,0.44340,0.13267,0.20423,4

ROUGE-L+StopWordRemoval+Stemming,30790,SUMMARY.TXT,0.73094,0.17161,0.27796,4

ROUGE-1+StopWordRemoval+Stemming,30790,SUMMARY.TXT,0.87973,0.10196,0.18274,4

ROUGE-2+StopWordRemoval+Stemming,30790,SUMMARY.TXT,0.58368,0.04597,0.08523,4

ROUGE-SU4+StopWordRemoval+Stemming,30790,SUMMARY.TXT,0.68896,0.04888,0.09129,4

ROUGE-L+StopWordRemoval+Stemming,32177,SUMMARY.TXT,0.57282,0.17845,0.27212,4

ROUGE-1+StopWordRemoval+Stemming,32177,SUMMARY.TXT,0.71548,0.17543,0.28177,4

ROUGE-2+StopWordRemoval+Stemming,32177,SUMMARY.TXT,0.28369,0.05435,0.09123,4

ROUGE-SU4+StopWordRemoval+Stemming,32177,SUMMARY.TXT,0.43097,0.06969,0.11997,4

ROUGE-L+StopWordRemoval+Stemming,32176,SUMMARY.TXT,0.51770,0.25768,0.34409,3

ROUGE-1+StopWordRemoval+Stemming,32176,SUMMARY.TXT,0.65508,0.28516,0.39735,3

ROUGE-2+StopWordRemoval+Stemming,32176,SUMMARY.TXT,0.24342,0.08984,0.13124,3

ROUGE-SU4+StopWordRemoval+Stemming,32176,SUMMARY.TXT,0.37495,0.11334,0.17406,3

ROUGE-L+StopWordRemoval+Stemming,31648,SUMMARY.TXT,0.51396,0.25674,0.34243,4

ROUGE-1+StopWordRemoval+Stemming,31648,SUMMARY.TXT,0.63092,0.35668,0.45572,4

ROUGE-2+StopWordRemoval+Stemming,31648,SUMMARY.TXT,0.21575,0.10228,0.13878,4

ROUGE-SU4+StopWordRemoval+Stemming,31648,SUMMARY.TXT,0.34540,0.13783,0.19703,4

ROUGE-L+StopWordRemoval+Stemming,31769,SUMMARY.TXT,0.56373,0.24357,0.34016,4

ROUGE-1+StopWordRemoval+Stemming,31769,SUMMARY.TXT,0.70729,0.26034,0.38059,4

ROUGE-2+StopWordRemoval+Stemming,31769,SUMMARY.TXT,0.29545,0.08836,0.13604,4

ROUGE-SU4+StopWordRemoval+Stemming,31769,SUMMARY.TXT,0.43757,0.10505,0.16942,4

ROUGE-L+StopWordRemoval+Stemming,32616,SUMMARY.TXT,0.61254,0.28646,0.39036,4

ROUGE-1+StopWordRemoval+Stemming,32616,SUMMARY.TXT,0.73279,0.18520,0.29567,4

ROUGE-2+StopWordRemoval+Stemming,32616,SUMMARY.TXT,0.37454,0.06946,0.11719,4

ROUGE-SU4+StopWordRemoval+Stemming,32616,SUMMARY.TXT,0.49924,0.08013,0.13810,4

ROUGE-L+StopWordRemoval+Stemming,32859,SUMMARY.TXT,0.50380,0.29456,0.37176,3

ROUGE-1+StopWordRemoval+Stemming,32859,SUMMARY.TXT,0.62548,0.33739,0.43834,3

ROUGE-2+StopWordRemoval+Stemming,32859,SUMMARY.TXT,0.19179,0.08343,0.11628,3

ROUGE-SU4+StopWordRemoval+Stemming,32859,SUMMARY.TXT,0.35170,0.12213,0.18130,3

ROUGE-L+StopWordRemoval+Stemming,31766,SUMMARY.TXT,0.62406,0.21898,0.32420,3

ROUGE-1+StopWordRemoval+Stemming,31766,SUMMARY.TXT,0.71922,0.24644,0.36710,3

ROUGE-2+StopWordRemoval+Stemming,31766,SUMMARY.TXT,0.39805,0.08221,0.13627,3

ROUGE-SU4+StopWordRemoval+Stemming,31766,SUMMARY.TXT,0.50428,0.10375,0.17209,3

ROUGE-L+StopWordRemoval+Stemming,32854,SUMMARY.TXT,0.53920,0.23349,0.32587,3

ROUGE-1+StopWordRemoval+Stemming,32854,SUMMARY.TXT,0.64492,0.23937,0.34915,3

ROUGE-2+StopWordRemoval+Stemming,32854,SUMMARY.TXT,0.23777,0.06651,0.10394,3

ROUGE-SU4+StopWordRemoval+Stemming,32854,SUMMARY.TXT,0.37466,0.08915,0.14403,3

ROUGE-L+StopWordRemoval+Stemming,31889,SUMMARY.TXT,0.62354,0.38479,0.47590,4

ROUGE-1+StopWordRemoval+Stemming,31889,SUMMARY.TXT,0.74728,0.38439,0.50766,4

ROUGE-2+StopWordRemoval+Stemming,31889,SUMMARY.TXT,0.43239,0.18485,0.25898,4

ROUGE-SU4+StopWordRemoval+Stemming,31889,SUMMARY.TXT,0.51528,0.19363,0.28149,4

ROUGE-L+StopWordRemoval+Stemming,32734,SUMMARY.TXT,0.62710,0.19795,0.30091,3

ROUGE-1+StopWordRemoval+Stemming,32734,SUMMARY.TXT,0.74107,0.17633,0.28488,3

ROUGE-2+StopWordRemoval+Stemming,32734,SUMMARY.TXT,0.37852,0.06792,0.11518,3

ROUGE-SU4+StopWordRemoval+Stemming,32734,SUMMARY.TXT,0.50802,0.07831,0.13570,3

ROUGE-L+StopWordRemoval+Stemming,31646,SUMMARY.TXT,0.63679,0.28657,0.39526,3

ROUGE-1+StopWordRemoval+Stemming,31646,SUMMARY.TXT,0.76379,0.15986,0.26439,3

ROUGE-2+StopWordRemoval+Stemming,31646,SUMMARY.TXT,0.47981,0.07296,0.12666,3

ROUGE-SU4+StopWordRemoval+Stemming,31646,SUMMARY.TXT,0.56147,0.07675,0.13505,3

ROUGE-L+StopWordRemoval+Stemming,31509,SUMMARY.TXT,0.61698,0.27054,0.37614,4

ROUGE-1+StopWordRemoval+Stemming,31509,SUMMARY.TXT,0.73051,0.17146,0.27774,4

ROUGE-2+StopWordRemoval+Stemming,31509,SUMMARY.TXT,0.35972,0.06562,0.11099,4

ROUGE-SU4+StopWordRemoval+Stemming,31509,SUMMARY.TXT,0.47355,0.07668,0.13199,4

ROUGE-L+StopWordRemoval+Stemming,33130,SUMMARY.TXT,0.70195,0.20486,0.31716,3

ROUGE-1+StopWordRemoval+Stemming,33130,SUMMARY.TXT,0.84292,0.17728,0.29295,3

ROUGE-2+StopWordRemoval+Stemming,33130,SUMMARY.TXT,0.54992,0.07337,0.12947,3

ROUGE-SU4+StopWordRemoval+Stemming,33130,SUMMARY.TXT,0.64079,0.08312,0.14715,3

ROUGE-L+StopWordRemoval+Stemming,32163,SUMMARY.TXT,0.70085,0.21812,0.33269,3

ROUGE-1+StopWordRemoval+Stemming,32163,SUMMARY.TXT,0.76713,0.22127,0.34347,3

ROUGE-2+StopWordRemoval+Stemming,32163,SUMMARY.TXT,0.49551,0.06764,0.11903,3

ROUGE-SU4+StopWordRemoval+Stemming,32163,SUMMARY.TXT,0.60610,0.08441,0.14818,3

ROUGE-L+StopWordRemoval+Stemming,32042,SUMMARY.TXT,0.44215,0.38045,0.40899,3

ROUGE-1+StopWordRemoval+Stemming,32042,SUMMARY.TXT,0.48003,0.59360,0.53081,3

ROUGE-2+StopWordRemoval+Stemming,32042,SUMMARY.TXT,0.15861,0.18112,0.16912,3

ROUGE-SU4+StopWordRemoval+Stemming,32042,SUMMARY.TXT,0.26404,0.25575,0.25983,3

ROUGE-L+StopWordRemoval+Stemming,31074,SUMMARY.TXT,0.50529,0.22831,0.31451,3

ROUGE-1+StopWordRemoval+Stemming,31074,SUMMARY.TXT,0.54121,0.30489,0.39004,3

ROUGE-2+StopWordRemoval+Stemming,31074,SUMMARY.TXT,0.14537,0.06889,0.09348,3

ROUGE-SU4+StopWordRemoval+Stemming,31074,SUMMARY.TXT,0.26735,0.10696,0.15279,3

ROUGE-L+StopWordRemoval+Stemming,30783,SUMMARY.TXT,0.68768,0.19095,0.29890,3

ROUGE-1+StopWordRemoval+Stemming,30783,SUMMARY.TXT,0.83702,0.15410,0.26029,3

ROUGE-2+StopWordRemoval+Stemming,30783,SUMMARY.TXT,0.46960,0.06273,0.11068,3

ROUGE-SU4+StopWordRemoval+Stemming,30783,SUMMARY.TXT,0.58411,0.07285,0.12954,3

ROUGE-L+StopWordRemoval+Stemming,31872,SUMMARY.TXT,0.54469,0.33687,0.41629,4

ROUGE-1+StopWordRemoval+Stemming,31872,SUMMARY.TXT,0.63918,0.29004,0.39902,4

ROUGE-2+StopWordRemoval+Stemming,31872,SUMMARY.TXT,0.35998,0.12623,0.18691,4

ROUGE-SU4+StopWordRemoval+Stemming,31872,SUMMARY.TXT,0.45429,0.13575,0.20904,4

ROUGE-L+StopWordRemoval+Stemming,33018,SUMMARY.TXT,0.55576,0.18904,0.28212,3

ROUGE-1+StopWordRemoval+Stemming,33018,SUMMARY.TXT,0.71090,0.23851,0.35719,3

ROUGE-2+StopWordRemoval+Stemming,33018,SUMMARY.TXT,0.33892,0.07934,0.12859,3

ROUGE-SU4+StopWordRemoval+Stemming,33018,SUMMARY.TXT,0.45722,0.09344,0.15517,3

ROUGE-L+StopWordRemoval+Stemming,30782,SUMMARY.TXT,0.50307,0.29453,0.37154,3

ROUGE-1+StopWordRemoval+Stemming,30782,SUMMARY.TXT,0.55758,0.32673,0.41202,3

ROUGE-2+StopWordRemoval+Stemming,30782,SUMMARY.TXT,0.18634,0.09895,0.12926,3

ROUGE-SU4+StopWordRemoval+Stemming,30782,SUMMARY.TXT,0.32427,0.13128,0.18689,3

ROUGE-L+StopWordRemoval+Stemming,32168,SUMMARY.TXT,0.50305,0.36883,0.42561,3

ROUGE-1+StopWordRemoval+Stemming,32168,SUMMARY.TXT,0.61085,0.46546,0.52834,3

ROUGE-2+StopWordRemoval+Stemming,32168,SUMMARY.TXT,0.32246,0.20401,0.24991,3

ROUGE-SU4+StopWordRemoval+Stemming,32168,SUMMARY.TXT,0.42167,0.22416,0.29272,3

ROUGE-L+StopWordRemoval+Stemming,30785,SUMMARY.TXT,0.48996,0.30594,0.37667,4

ROUGE-1+StopWordRemoval+Stemming,30785,SUMMARY.TXT,0.62526,0.40705,0.49309,4

ROUGE-2+StopWordRemoval+Stemming,30785,SUMMARY.TXT,0.20778,0.11656,0.14935,4

ROUGE-SU4+StopWordRemoval+Stemming,30785,SUMMARY.TXT,0.34092,0.16127,0.21896,4

ROUGE-L+StopWordRemoval+Stemming,31632,SUMMARY.TXT,0.76597,0.20386,0.32202,4

ROUGE-1+StopWordRemoval+Stemming,31632,SUMMARY.TXT,0.86759,0.16439,0.27640,4

ROUGE-2+StopWordRemoval+Stemming,31632,SUMMARY.TXT,0.64323,0.06556,0.11899,4

ROUGE-SU4+StopWordRemoval+Stemming,31632,SUMMARY.TXT,0.70973,0.07333,0.13293,4

ROUGE-L+StopWordRemoval+Stemming,31631,SUMMARY.TXT,0.54701,0.27757,0.36827,3

ROUGE-1+StopWordRemoval+Stemming,31631,SUMMARY.TXT,0.73040,0.34101,0.46495,3

ROUGE-2+StopWordRemoval+Stemming,31631,SUMMARY.TXT,0.33690,0.12686,0.18432,3

ROUGE-SU4+StopWordRemoval+Stemming,31631,SUMMARY.TXT,0.44262,0.14297,0.21612,3

ROUGE-L+StopWordRemoval+Stemming,31076,SUMMARY.TXT,0.61518,0.26945,0.37476,3

ROUGE-1+StopWordRemoval+Stemming,31076,SUMMARY.TXT,0.72520,0.24230,0.36324,3

ROUGE-2+StopWordRemoval+Stemming,31076,SUMMARY.TXT,0.30620,0.07994,0.12678,3

ROUGE-SU4+StopWordRemoval+Stemming,31076,SUMMARY.TXT,0.45572,0.09948,0.16331,3

ROUGE-L+StopWordRemoval+Stemming,30781,SUMMARY.TXT,0.64155,0.19850,0.30319,4

ROUGE-1+StopWordRemoval+Stemming,30781,SUMMARY.TXT,0.79345,0.18177,0.29578,4

ROUGE-2+StopWordRemoval+Stemming,30781,SUMMARY.TXT,0.39356,0.07290,0.12301,4

ROUGE-SU4+StopWordRemoval+Stemming,30781,SUMMARY.TXT,0.53385,0.08161,0.14158,4

ROUGE-L+StopWordRemoval+Stemming,32286,SUMMARY.TXT,0.63777,0.13350,0.22079,4

ROUGE-1+StopWordRemoval+Stemming,32286,SUMMARY.TXT,0.78950,0.08062,0.14630,4

ROUGE-2+StopWordRemoval+Stemming,32286,SUMMARY.TXT,0.42156,0.02468,0.04664,4

ROUGE-SU4+StopWordRemoval+Stemming,32286,SUMMARY.TXT,0.54657,0.03228,0.06096,4

ROUGE-L+StopWordRemoval+Stemming,32044,SUMMARY.TXT,0.45794,0.33458,0.38666,5

ROUGE-1+StopWordRemoval+Stemming,32044,SUMMARY.TXT,0.49192,0.47396,0.48277,5

ROUGE-2+StopWordRemoval+Stemming,32044,SUMMARY.TXT,0.22129,0.18377,0.20079,5

ROUGE-SU4+StopWordRemoval+Stemming,32044,SUMMARY.TXT,0.32821,0.22473,0.26679,5

ROUGE-L+StopWordRemoval+Stemming,32165,SUMMARY.TXT,0.52580,0.27030,0.35705,3

ROUGE-1+StopWordRemoval+Stemming,32165,SUMMARY.TXT,0.64224,0.31505,0.42273,3

ROUGE-2+StopWordRemoval+Stemming,32165,SUMMARY.TXT,0.22386,0.08881,0.12716,3

ROUGE-SU4+StopWordRemoval+Stemming,32165,SUMMARY.TXT,0.34377,0.12446,0.18276,3

ROUGE-L+StopWordRemoval+Stemming,32849,SUMMARY.TXT,0.56719,0.38484,0.45855,3

ROUGE-1+StopWordRemoval+Stemming,32849,SUMMARY.TXT,0.66911,0.42546,0.52017,3

ROUGE-2+StopWordRemoval+Stemming,32849,SUMMARY.TXT,0.31383,0.17169,0.22195,3

ROUGE-SU4+StopWordRemoval+Stemming,32849,SUMMARY.TXT,0.43960,0.18876,0.26411,3

ROUGE-L+StopWordRemoval+Stemming,31517,SUMMARY.TXT,0.54404,0.25813,0.35013,4

ROUGE-1+StopWordRemoval+Stemming,31517,SUMMARY.TXT,0.66834,0.19133,0.29749,4

ROUGE-2+StopWordRemoval+Stemming,31517,SUMMARY.TXT,0.29166,0.06860,0.11108,4

ROUGE-SU4+StopWordRemoval+Stemming,31517,SUMMARY.TXT,0.41233,0.08567,0.14186,4

ROUGE-L+StopWordRemoval+Stemming,31879,SUMMARY.TXT,0.65315,0.20889,0.31654,4

ROUGE-1+StopWordRemoval+Stemming,31879,SUMMARY.TXT,0.75920,0.26159,0.38911,4

ROUGE-2+StopWordRemoval+Stemming,31879,SUMMARY.TXT,0.43936,0.10443,0.16874,4

ROUGE-SU4+StopWordRemoval+Stemming,31879,SUMMARY.TXT,0.53488,0.11876,0.19436,4

ROUGE-L+StopWordRemoval+Stemming,32848,SUMMARY.TXT,0.70517,0.26087,0.38085,3

ROUGE-1+StopWordRemoval+Stemming,32848,SUMMARY.TXT,0.84937,0.20717,0.33309,3

ROUGE-2+StopWordRemoval+Stemming,32848,SUMMARY.TXT,0.50581,0.07800,0.13516,3

ROUGE-SU4+StopWordRemoval+Stemming,32848,SUMMARY.TXT,0.62332,0.08609,0.15128,3

ROUGE-L+StopWordRemoval+Stemming,31634,SUMMARY.TXT,0.52527,0.18297,0.27140,4

ROUGE-1+StopWordRemoval+Stemming,31634,SUMMARY.TXT,0.74772,0.22006,0.34005,4

ROUGE-2+StopWordRemoval+Stemming,31634,SUMMARY.TXT,0.30962,0.06468,0.10701,4

ROUGE-SU4+StopWordRemoval+Stemming,31634,SUMMARY.TXT,0.42755,0.08464,0.14130,4

ROUGE-L+StopWordRemoval+Stemming,31755,SUMMARY.TXT,0.65766,0.17237,0.27315,4

ROUGE-1+StopWordRemoval+Stemming,31755,SUMMARY.TXT,0.77913,0.10596,0.18655,4

ROUGE-2+StopWordRemoval+Stemming,31755,SUMMARY.TXT,0.37700,0.02841,0.05285,4

ROUGE-SU4+StopWordRemoval+Stemming,31755,SUMMARY.TXT,0.54067,0.03979,0.07412,4

ROUGE-L+StopWordRemoval+Stemming,31513,SUMMARY.TXT,0.51597,0.25608,0.34228,3

ROUGE-1+StopWordRemoval+Stemming,31513,SUMMARY.TXT,0.63740,0.35896,0.45927,3

ROUGE-2+StopWordRemoval+Stemming,31513,SUMMARY.TXT,0.25767,0.12710,0.17023,3

ROUGE-SU4+StopWordRemoval+Stemming,31513,SUMMARY.TXT,0.36839,0.16109,0.22416,3

ROUGE-L+StopWordRemoval+Stemming,32966,SUMMARY.TXT,0.67967,0.28053,0.39715,3

ROUGE-1+StopWordRemoval+Stemming,32966,SUMMARY.TXT,0.79825,0.28229,0.41708,3

ROUGE-2+StopWordRemoval+Stemming,32966,SUMMARY.TXT,0.45059,0.11320,0.18094,3

ROUGE-SU4+StopWordRemoval+Stemming,32966,SUMMARY.TXT,0.57843,0.12778,0.20932,3

ROUGE-L+StopWordRemoval+Stemming,31512,SUMMARY.TXT,0.65591,0.24089,0.35236,4

ROUGE-1+StopWordRemoval+Stemming,31512,SUMMARY.TXT,0.80395,0.13505,0.23125,4

ROUGE-2+StopWordRemoval+Stemming,31512,SUMMARY.TXT,0.44612,0.05929,0.10467,4

ROUGE-SU4+StopWordRemoval+Stemming,31512,SUMMARY.TXT,0.56693,0.06149,0.11095,4

ROUGE-L+StopWordRemoval+Stemming,31633,SUMMARY.TXT,0.61882,0.21873,0.32322,4

ROUGE-1+StopWordRemoval+Stemming,31633,SUMMARY.TXT,0.65571,0.19024,0.29491,4

ROUGE-2+StopWordRemoval+Stemming,31633,SUMMARY.TXT,0.43202,0.06095,0.10683,4

ROUGE-SU4+StopWordRemoval+Stemming,31633,SUMMARY.TXT,0.51823,0.07617,0.13282,4

ROUGE-L+StopWordRemoval+Stemming,31757,SUMMARY.TXT,0.61988,0.23763,0.34356,4

ROUGE-1+StopWordRemoval+Stemming,31757,SUMMARY.TXT,0.71595,0.16846,0.27275,4

ROUGE-2+StopWordRemoval+Stemming,31757,SUMMARY.TXT,0.32413,0.05365,0.09205,4

ROUGE-SU4+StopWordRemoval+Stemming,31757,SUMMARY.TXT,0.47473,0.06587,0.11568,4

ROUGE-L+StopWordRemoval+Stemming,32964,SUMMARY.TXT,0.68371,0.19185,0.29962,4

ROUGE-1+StopWordRemoval+Stemming,32964,SUMMARY.TXT,0.77997,0.18568,0.29995,4

ROUGE-2+StopWordRemoval+Stemming,32964,SUMMARY.TXT,0.50470,0.06980,0.12264,4

ROUGE-SU4+StopWordRemoval+Stemming,32964,SUMMARY.TXT,0.59093,0.07810,0.13796,4

ROUGE-L+StopWordRemoval+Stemming,32602,SUMMARY.TXT,0.50449,0.19067,0.27674,6

ROUGE-1+StopWordRemoval+Stemming,32602,SUMMARY.TXT,0.63745,0.23351,0.34181,6

ROUGE-2+StopWordRemoval+Stemming,32602,SUMMARY.TXT,0.22519,0.05392,0.08701,6

ROUGE-SU4+StopWordRemoval+Stemming,32602,SUMMARY.TXT,0.37792,0.08289,0.13596,6

ROUGE-L+StopWordRemoval+Stemming,31514,SUMMARY.TXT,0.53367,0.20217,0.29325,4

ROUGE-1+StopWordRemoval+Stemming,31514,SUMMARY.TXT,0.66771,0.19779,0.30518,4

ROUGE-2+StopWordRemoval+Stemming,31514,SUMMARY.TXT,0.27887,0.05966,0.09829,4

ROUGE-SU4+StopWordRemoval+Stemming,31514,SUMMARY.TXT,0.40666,0.08053,0.13444,4

ROUGE-L+StopWordRemoval+Stemming,31061,SUMMARY.TXT,0.43412,0.11879,0.18653,3

ROUGE-1+StopWordRemoval+Stemming,31061,SUMMARY.TXT,0.63579,0.09101,0.15923,3

ROUGE-2+StopWordRemoval+Stemming,31061,SUMMARY.TXT,0.38693,0.03815,0.06945,3

ROUGE-SU4+StopWordRemoval+Stemming,31061,SUMMARY.TXT,0.49361,0.03753,0.06976,3

ROUGE-L+StopWordRemoval+Stemming,32272,SUMMARY.TXT,0.64818,0.21850,0.32683,4

ROUGE-1+StopWordRemoval+Stemming,32272,SUMMARY.TXT,0.77208,0.15362,0.25625,4

ROUGE-2+StopWordRemoval+Stemming,32272,SUMMARY.TXT,0.38003,0.05156,0.09080,4

ROUGE-SU4+StopWordRemoval+Stemming,32272,SUMMARY.TXT,0.52021,0.06134,0.10974,4

ROUGE-L+StopWordRemoval+Stemming,32394,SUMMARY.TXT,0.65522,0.21556,0.32439,3

ROUGE-1+StopWordRemoval+Stemming,32394,SUMMARY.TXT,0.78284,0.14022,0.23784,3

ROUGE-2+StopWordRemoval+Stemming,32394,SUMMARY.TXT,0.42353,0.05300,0.09422,3

ROUGE-SU4+StopWordRemoval+Stemming,32394,SUMMARY.TXT,0.54732,0.06158,0.11070,3

ROUGE-L+StopWordRemoval+Stemming,31063,SUMMARY.TXT,0.60312,0.24775,0.35123,3

ROUGE-1+StopWordRemoval+Stemming,31063,SUMMARY.TXT,0.75695,0.16516,0.27116,3

ROUGE-2+StopWordRemoval+Stemming,31063,SUMMARY.TXT,0.37561,0.06542,0.11143,3

ROUGE-SU4+StopWordRemoval+Stemming,31063,SUMMARY.TXT,0.49377,0.07381,0.12842,3

ROUGE-L+StopWordRemoval+Stemming,32392,SUMMARY.TXT,0.64447,0.26716,0.37774,4

ROUGE-1+StopWordRemoval+Stemming,32392,SUMMARY.TXT,0.80936,0.18463,0.30067,4

ROUGE-2+StopWordRemoval+Stemming,32392,SUMMARY.TXT,0.48508,0.07772,0.13398,4

ROUGE-SU4+StopWordRemoval+Stemming,32392,SUMMARY.TXT,0.59329,0.08685,0.15152,4

ROUGE-L+StopWordRemoval+Stemming,32150,SUMMARY.TXT,0.62584,0.22493,0.33093,3

ROUGE-1+StopWordRemoval+Stemming,32150,SUMMARY.TXT,0.76449,0.24010,0.36543,3

ROUGE-2+StopWordRemoval+Stemming,32150,SUMMARY.TXT,0.33700,0.07738,0.12586,3

ROUGE-SU4+StopWordRemoval+Stemming,32150,SUMMARY.TXT,0.48137,0.09778,0.16254,3

ROUGE-L+StopWordRemoval+Stemming,30895,SUMMARY.TXT,0.60905,0.25672,0.36120,3

ROUGE-1+StopWordRemoval+Stemming,30895,SUMMARY.TXT,0.73652,0.24553,0.36828,3

ROUGE-2+StopWordRemoval+Stemming,30895,SUMMARY.TXT,0.28072,0.07418,0.11734,3

ROUGE-SU4+StopWordRemoval+Stemming,30895,SUMMARY.TXT,0.45033,0.09860,0.16178,3

ROUGE-L+StopWordRemoval+Stemming,32157,SUMMARY.TXT,0.56271,0.25788,0.35368,3

ROUGE-1+StopWordRemoval+Stemming,32157,SUMMARY.TXT,0.74469,0.21355,0.33192,3

ROUGE-2+StopWordRemoval+Stemming,32157,SUMMARY.TXT,0.36135,0.07607,0.12569,3

ROUGE-SU4+StopWordRemoval+Stemming,32157,SUMMARY.TXT,0.47832,0.09230,0.15474,3

ROUGE-L+StopWordRemoval+Stemming,31984,SUMMARY.TXT,0.71135,0.33964,0.45976,3

ROUGE-1+StopWordRemoval+Stemming,31984,SUMMARY.TXT,0.78631,0.22424,0.34896,3

ROUGE-2+StopWordRemoval+Stemming,31984,SUMMARY.TXT,0.55144,0.10894,0.18194,3

ROUGE-SU4+StopWordRemoval+Stemming,31984,SUMMARY.TXT,0.63641,0.11183,0.19024,3

ROUGE-L+StopWordRemoval+Stemming,30894,SUMMARY.TXT,0.45902,0.24422,0.31881,4

ROUGE-1+StopWordRemoval+Stemming,30894,SUMMARY.TXT,0.61808,0.33120,0.43129,4

